Smiles,PIC50
C1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)NCC3=CN4C=CN=C4C=C3,8.522878745
CC1=C(C=C(C=C1)N2N=C(C(=N2)N3CCN(CC3)C(=O)C)C(=O)C4=CC(=C(C(=C4)OC)OC)OC)C,5.316052869
CC(=CCC[C@]\1(C/C=C(\C(=O)/C=C/[C@@]([C@@H](/C=C1)OC(=O)C=C(C)C)(C)O)/COC(=O)C2=CC=C(C=C2)[N+](=O)[O-])C)C,6.080921908
CC(C)C[C@@H](C(=O)C(=O)NC1=CC=CC=C1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](COC)NC(=O)OCC3=CC=CC=C3,6.613679426
CC1=C(C=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N)F,7.327902142
CN1C=C(C=N1)NC(=O)[C@@H]2CC3(CC3)CN2C(=O)[C@H](CC4CCCC4)CC(=O)NO,7.519993057
CC(=CCC1=C(C=C2C(=C1O)C(=O)C[C@H](O2)C3=CC=C(C=C3)O)OC)C,4.015022874
CN(CCCNC(=O)C1=C2C(=CC=C1)N=C3C=CC4=CC=CC=C4C3=N2)CCCNC(=O)C5=C6C(=CC=C5)N=C7C=CC8=CC=CC=C8C7=N6,7.619788758
C1=CC2=C(C(=C1)O)NC3=C4C(=C5C(=C23)C(=O)N(C5=O)NC=O)C6=C(N4C7C(C(C(C(O7)CO)O)O)O)C(=CC=C6)O,6.508638306
CC1=CC(=C(C=C1)C)N2N=C(C(=N2)N3CCN(CC3)C(=O)C)C(=O)C4=CC(=C(C(=C4)OC)OC)OC,4.522878745
C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)/C)OC)OC(=O)N)\C)C)O)OC,5.493494968
CCCCN1C(=C(C(=O)C2=C1C=CC(=C2)C)C(=O)NC3=CC(=C(C=C3)OC4=NC=NC5=C4C(=CN5)C6=CC=CC=C6)F)C,6.318758763
CC1=C(NC2=C1C(=NC=N2)NC3=CC(=CC=C3)F)C,6.259637311
COC1=CC=CC2=C1C(=C(N2)C3=CC=CC=C3)SC4=CC(=C(C(=C4)OC)OC)OC,5.853871964
C=CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=C(C=C(C=C3)Br)F,8.677780705
CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NCC4=CC=C(C=C4)C5=CN=CC=C5,5.958607315
CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=CC=NC4=NNC(=C34)N,9
C1=CC=C(C=C1)CNCC(=O)NC2=CC=C(C=C2)C3=NC4=CC=CC=C4S3,6.616184634
C1CCC(C1)SC2=NN=C(N2C3=CN=CC=C3)COC4=CC=C(C=C4)C5=CC=C(C=C5)C(F)(F)F,5.907981529
C1=CC=C(C(=C1)CCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S)Cl,4.842543232
C1=CC=C(C(=C1)NC(=O)CCC(=O)OCCCCCCSC2=CC=C(C3=NON=C23)[N+](=O)[O-])F,6.075720714
CC(C)(C)CCC1=C(C=CC(=C1)C#N)COC(C2=CC=C(C=C2)C#N)C3=CN=CN3C,9.022276395
CCOC(=O)COC1=CC=CC2=C1C=CC3=NC4=CC=CC(=C4N=C23)C(=O)NCCN(C)C,6.295849483
CC(=O)O[C@@H]1C[C@]2([C@@H](CC[C@@H]2O)C3=C1[C@]4([C@H](OC(=O)/C(=C/N(CCO)CCO)/C4=C(C3=O)O)COC)C)C,6.037157319
C1CCC2=C(C1)C3=C(N2)N=CN=C3NC4=CC=CC=C4,6.508638306
C1=CC2=C(C=C1F)C(=O)N(C3=NNC(=S)N23)CCCNC(=O)CC4=CC=NC=C4,5.521433504
C1=CC(=CC=C1N2C3=C(C=CC(=C3)C#N)C=C4C2=NC(=O)N(C4=O)C5=CC=C(C=C5)Br)O,7.187086643
CC(C)SC1=NN=C(N1C2=CC=CC=C2)CSC3=CC=CC=C3,5.111820506
CCC(C1=NC2=C(C(=O)N1CC3=CC=CC=C3)SC=C2)N(CCCN)C(=O)C4=CC=C(C=C4)Br,7.522878745
COC1=C(C(=C2C(=C1)C[C@@H](C3=CC(=O)C(=CC=C32)SC)COC(=O)C4=CC=CC=C4F)OC)OC,5.440000066
C1C/C(=C\C2=CC=C(C=C2)OC(F)(F)F)/C(=O)C=C1,6.229147988
COC1=CC2=C(C=CN=C2C=C1OC)OC3=C(C=C(C=C3)N/C(=N\S(=O)(=O)CC4=CC=CC=C4)/CC5CCCCC5)F,7.296364762
CNCC1=CC=C(C=C1)C2=NC3=C4N2CCNC(=O)C4=CN=C3,7.886056648
CC(CN(C)C)NC(=O)C1=C2C(=CC=C1)N=C3C=CC4=C(C3=N2)C=CC=C4OC,7.356547324
C1=CC=C(C(=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=C(C=C4)C5=CC(=C(C=C5)Cl)Cl)C(F)(F)F,5.657577319
C1C=C(C(=O)N1CCCCC2=CC=C(C=C2)Cl)CCC(=O)NO,6.356547324
C[C@@H](C1=CC=C(C=C1)N2CCCC2)C(=O)NC3=NNC(=C3)C4CC4,7.096910013
CCOC(=O)C1=C2C(=CN1)C(C3=C(N2)CCCC3=O)C4=CC=C(O4)SC5=NC6=C(N5)C=C(C=C6F)F,8.096910013
CCC(C1=NC2=C(C(=O)N1CC3=CC=CC=C3)SC=C2)N(CCCN)C(=O)C4=CC=C(C=C4)C#N,5.568636236
CN(C)C1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C4=NN5C=C(C=C5C(=N4)N6CCOCC6)CN7CCN(CC7)S(=O)(=O)C,7.402304814
CC(CN(C)C)N1C(=O)C2=C(C=CC(=C2)F)N3C1=NNC3=S,5.213248578
CC1=CC(=NC2=C1C(=O)C=C(N2)C3=CC(=CC=C3)F)C,6.13076828
CC1=CC=C(C=C1)NC(=O)C2=CC=CC3=C2C=CC(=C3)OC4=C5C=C(C(=CC5=NC=C4)OC)OC,9.299988938
COC1=C(C=C(C=C1)/C=C/C(=O)C2=CC(=C(C(=C2)OC)OC)OC)[N+](=O)[O-],5.397940009
CC1=CC(=NO1)NCC(=O)NC2=CC=C(C=C2)C3=NC4=CC=CC=C4S3,4.619788758
COCN1C=CC2=C1C=CC(=C2)C3=NCC(O3)C4=CC(=C(C(=C4)OC)OC)OC,6.167491087
CN(C)CCNC(=O)C1=C2C(=CC=C1)N=C3C=CC4=C(C3=N2)C=CC=C4OCC#N,7.619788758
CCOCCOC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)/C=C/C(=O)OCC,7.453087357
CC(=O)C1=CC2=C(C=C1)C(N(C2=O)CC3=C(C=C(C=C3)Cl)S(=O)(=O)N4CCOCC4)(C5=CC=C(C=C5)Cl)OCC6(CC6)CO,8.337242168
CN(C)C1=CC2=C(C=C1)N3C(=S)NN=C3N(C2=O)CCC4=CC=CC=C4,5.557520231
CNC1=CC(=CC=C1)N2C=CC(=C2)C(=O)C3=CC(=C(C(=C3)OC)OC)OC,7.522878745
CCOC(=O)C1=C2C(=CN1)C(C3=C(N2)CCCC3=O)C4=CC(=CC=C4)OC5=NC6=CC=CC=C6N5,7.769551079
C1=CC=C2C(=C1)C(=O)C(=O)N2CC(=O)NC3=CC=C(C=C3)C4=NC5=CC=CC=C5S4,4
CCN1/C(=C/C2=[N+](C=CS2)CC3=CC=C(S3)Br)/S/C(=C/4\N(C5=C(S4)C=C(C=C5)Cl)C)/C1=O.[Cl-],6.602059991
COC(=O)NC1=NC=C(C(=C1)C(F)(F)F)C2=NN3C=C(C=C3C(=N2)N4CCOCC4)CN5CCN(CC5)S(=O)(=O)C,8.229147988
C1CCN(C1)C(C2=CSC=C2)C(=O)NC3=CC4=C(C=C3)NN=C4C5=CC(=CC=C5)S(=O)(=O)N,8.537602002
C[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)OC)C(=O)N[C@@H](CC(C)C)C(=O)C(=O)NC2=CC(=CC=C2)OC)NC(=O)C3=CC=C(O3)C4=CC=C(C=C4)C(=O)C,7.540607512
C1=CC=C(C=C1)C2=C3C(=NN2)N=CN=C3NC4=CC(=CC=C4)Cl,6.086186148
COC1=CC(=CC(=C1OC)OC)C2CN=C(O2)C3=CC4=C(C=C3)N(C=C4)CC(F)(F)F,5.37675071
CC(=CC[C@H](C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)/C=C\C(=O)C3=CC=C(C=C3)F)C,7.643974143
COC1=CC=CC(=C1)N2CCN(CC2)C3=NC4=C(CCCC4)C(=O)N3,7.401209493
CC1=CC(=CC=C1)C2=CN=C(O2)NC3=CC4=C(C=C3)C(=CN4C)C#N,6.30980392
C1=CC=C2C(=C1)N=C(S2)C3=CC=C(C=C3)NC(=O)CNC4=NN=C(O4)C5=CC=C(C=C5)Cl,4.318758763
C1=CC(=CC(=C1)O)N2C3=C(C=CC(=C3)C#N)C=C4C2=NC(=O)N(C4=O)C5=CC=C(C=C5)Cl,8.13667714
CCC(=O)N1CC[C@@H](C1)N2C3=NC(=NC=C3CN(C2=O)C4=CC=CC=C4Cl)NC5=CC(=C(C=C5)N6CCN(CC6)C)C,8.301029996
CN1C=CN=C1C2C(NC3=CC=CC4=C3C2=NNC4=O)C5=CC=CC=C5,8.628932138
CC1C(=O)N(C2=C(N1C3CC3)C=C(C=C2)NS(=O)(=O)C4=CC=C(C=C4)C)C,6.602059991
CC1=C(NC2=C1C(=NC=N2)NC3=CC=CC(=C3)C(F)(F)F)C,5.721246399
CC(C)C1=CC=CC=C1C2=NC=C(C(=N2)NCC3=CC=C(C=C3)C4=CN=CC=C4)N,6.508638306
CC1=C(C(=O)O[C@H](C1)[C@@H](C)C2=C[C@@H]([C@@]3([C@@]2(CC[C@H]4[C@H]3C[C@@H]5[C@]6([C@@]4(C(=O)C=C[C@@H]6OC(=O)/C=C/C7=CC(=CC=C7)C(F)(F)F)C)O5)C)O)OC(=O)C)C,6.091514981
CCC(C1=NC2=C(C(=O)N1CC3=CC=CC=C3)SC=C2)N(CCCN)C(=O)C4CCCC4,5.374687549
COC1=CC(=CC(=C1OC)OC)C2CN=C(O2)C3=CC4=C(C=C3)N(C=C4)C5CC5,5.537602002
C1CC1C2=CC(=NN2)NC(=O)C(C3=CC=CC=C3)F,7.004364805
COCCNC(=O)C1=C(C=C(C=C1)NC2=NC=C3C=C(C=CC3=N2)C4=CC=NC=C4)F,6.463441557
CCC(C1=NC2=C(C=C(S2)Cl)C(=O)N1CC3=CC=CC=C3)N(CCCN)C(=O)C4=CC=C(C=C4)C,7.070581074
C#CC1=CC(=CC=C1)NC(=O)C2=C(C=CC(=C2)NC(=O)CCCCCC(=O)NO)O,6
C[C@@H]1C(=O)N(C2=C(N1C3CCCC3)C=C(C=C2)C4=NC(=NN4C5=CC=C(C=C5)C)C(=O)N6C7CCC6CN(C7)C)C,8.180456064
CC1(CC(CCO1)(CCNC2=CC(=C(C(=C2)F)OC)F)C3=CC=CC=C3)C,7.508638306
C/C(=N\S(=O)(=O)CC1=CC=CC=C1)/NC2=CC(=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)F,7.691222226
CNC(=O)C1=CC=CC2=C1C=CC(=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC,8.419987887
C1=CC(=CC(=C1)F)C2=C(C=C(N2)C3=CC=NC=C3)C(=O)N,7.638272164
CC1=C(SC=N1)C2=CC=C(C=C2)[C@H](C)NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)CCOCCC(=O)N4CCN(CC4)CC[C@H](CSC5=CC=CC=C5)NC6=C(C=C(C=C6)S(=O)(=O)NC(=O)C7=CC=C(C=C7)N8CCN(CC8)CC9=C(CCC(C9)(C)C)C1=CC=C(C=C1)Cl)S(=O)(=O)C(F)(F)F)O,6.48945499
CN(C)CCNC(=O)C1=C2C(=CC(=C1)Br)N=C3C=CC4=C(C3=N2)C=CC=C4OC,7
CN1C=CC2=C1C=CC(=C2)C3=NNC4=C3C=C(C=C4)C5=CC(=C(C(=C5)OC)OC)OC,5.000912977
COC1=CC(=CC(=C1OC)OC)/C=C/2\CCC=CC2=O,6.173925197
C1=CC(=CC(=C1)Cl)NC(=O)NC2=CC=C(C=C2)C3=CC=NC4=NNC(=C34)N,8.823908741
CC1=C(C(=O)O[C@H](C1)[C@@H](C)C2=C[C@@H]([C@@]3([C@@]2(CC[C@H]4[C@H]3C[C@H]([C@@]5([C@@]4(C(=O)C=C[C@@H]5O)C)Cl)O)C)O)OC(=O)C)C,4.698970004
CC(=O)NC1=C(C=CC(=C1)C(=CC#N)C2=CC(=CC(=C2)OC)OC)OC,7.036212173
CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C(=C(C=C3)OCCN(C)C)NN=C4N,7.13667714
CN1CCN(CC1)CC(=O)NC2=CC=C(C=C2)C3=NC4=CC=CC=C4S3,6.088842391
CC(C)C1=CC=CC=C1C2=NC3=C(CCNC3)C(=N2)NCC4=CC=C(C=C4)C5=CN=CC=C5,6.065501549
C1CCN(CC1)C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)N,6.599997654
C1=CC2=C(C(=C1)O)NC3=C4C(=C5C(=C23)C(=O)N(C5=O)NCC(=O)O)C6=C(N4C7C(C(C(C(O7)CO)O)O)O)C(=CC=C6)O,5.537602002
C1CC1C(C2=CC=CC=C2)NC(=O)C3=CC4=C(C=C3)NN=C4C5=CC(=CC=C5)N6CCOCC6,6.468521083
CC(C)C1=CC=C(C=C1)C2C(NC3=CC=CC4=C3C2=NNC4=O)C5=CC=C(C=C5)CN(C)C,8.018181393
C1CCN2C(=C(C3=C2C(=NC=N3)N4CCN(CC4)CCC5=CC=CC=C5)C6=NC=CC=N6)C1,6.170696227
COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC4=C(C=C3)C(=CC=C4)C(=O)NC5=CC=C(C=C5)C(F)(F)F,9.299988938
C[C@]12CC[C@H](C1(C)C)CC(=O)N2CC3=CN(N=N3)C4=CC(=CC=C4)Cl,6.585026652
CC(=O)N(C)C1=CC=C(C=C1)NC2=NC=C3C=C(C=CC3=N2)C4=CC=NC=C4,7.244125144
CN1C=C(C2=C1C=C(C=C2)NC3=NC=C(O3)C4=CC=CC=C4CNC(=O)OC5CCOC5)C#N,6.37675071
COC1=C(C=CC(=C1)C2=C3C4=CC(=C(C=C4C=CN3C5=C2C6=CC(=C(C=C6OC5=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)OC)O)OC)O,8
C1=CC=C(C=C1)COC(=O)N[C@@H](CCCCCC(=O)NO)C(=O)NCC2=CC=NC=C2,5.364516253
C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],6.096910013
COC1=CC2=C(C=CN=C2C=C1OC)OC3=C(C4=C(C=C3)C(=CC=C4)C(=O)NC5=CC=C(C=C5)Cl)F,9.519993057
CN1CCN(CC1)CCCNC2=NC3=NC(=C(C=C3C=N2)C4=C(C=CC=C4Cl)Cl)NC(=O)NC5=CC=C(C=C5)OC,7.13076828
C[C@@H]1CC[C@@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5=CC=CC=C5,8.799970733
CCC(C1=NC2=C(C(=O)N1CC3=CC=CC=C3)SC=C2)N(C4CCNCC4)C(=O)C5=CC=C(C=C5)C,5.970616222
COC1=CC2=C(C=C1)C=C(O2)C(=S)C3=CC(=C(C(=C3)OC)OC)OC,7
C1=CC=NC(=C1)C2=C(C=C(N2)C3=NC(=NC=C3)N)C(=O)N,6.385102784
COC1=C(C=C2C(=C1)C(=NC=N2)OC3=CC4=C(C=C3)C(=CC=C4)C(=O)NC5CC5)OC,8.540004744
CC1(CC(CCO1)(CCNC2=CC=C(C=C2)[N+](=O)[O-])C3=CC=CC=C3)C,6.166215625
C1CC2=C(C(C3=C(N2)NN=C3)C4=CC=C(O4)SC5=NC6=CC=CC=C6N5)C(=O)C1,7.744727495
CN(C)CCNC(=O)C1=C2C(=CC=C1)N=C3C=CC4=C(C3=N2)C=CC=C4OC,7.30980392
C1CCC2=C(C3=C(N2CC1)C(=NC=N3)SCC4=CC=C(C=C4)Cl)C#N,5.408935393
CC1=CC2=C(C=C1)OC(=C2)C(=O)C3=CC(=C(C(=C3)OC)OC)OC,5.602059991
CC1=C(OC2=C1C=CC(=C2)F)C(=O)C3=CC(=C(C(=C3)OC)OC)OC,5.677780705
C1=CC=C(C=C1)COC(=O)N[C@@H](CCCCCC(=O)NO)C(=O)NC2=CC=C(C=C2)C3=CC=CC=C3,6.48148606
C1CNC2=CC3=C(C=C21)C(C(=C(O3)N)C#N)C4=CC(=CC=C4)F,7.462180905
CC(C)SC1=NN=C(N1C2=CC(=CC=C2)F)COC3=CC=CC=C3,5.68613278
COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)C2=CC=C(C=C2)F,5.795880017
COC1=C(C=C(C=C1)/C=C(/C(=O)C2=CC(=C(C(=C2)OC)OC)OC)\OC)O,8.823908741
C[C@H](C1=CC=C(C=C1)NC2=NC3=CC(=C(C=C3C=N2)C4=CC=NC=C4)Cl)NC(=O)C,5.640164518
C1=CC=C2C(=C1)C(=CS2)C3=C(C=C(N3)C4=NC(=NC=C4)N)C(=O)N,7.167491087
C1=CC(=CC(=C1)Br)NC2=NC=NC3=C2C=C(C=C3)NC(=S)NC4=CC(=C(C=C4)F)Cl,7.596879479
COC1=CC(=CC(=C1OC)OC)C2=CC3=C(C=C2)NN=C3C4=CC(=C(C(=C4)OC)OC)OC,5
C[C@]12CC[C@H](C1(C)C)CC(=O)N2CC3=CN(N=N3)C4=CC(=CC=C4)OC,6.065501549
CC(=O)O[C@@H]1C[C@]2([C@@H](CC[C@@H]2O)C3=C1[C@]4([C@H](OC(=O)/C(=C/N5CCN(CC5)C6CCN(CC6)C)/C4=C(C3=O)O)COC)C)C,7.040958608
CC(C1=CN=CC=C1)NC(=O)NC2=CC=C(C=C2)S(=O)(=O)C3=CC=CC=C3,6.031517051
COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,8.096910013
CS(=O)(=O)N1CCN(CC1)CC2=CN3C(=C2)C(=NC(=N3)C4=CN=C(C=C4C(F)(F)F)N)N5CCOCC5,7.256490235
CN(CCCNC(=O)C1=C2C(=CC=C1)N=C3C=CC=C(C3=N2)OC)CCCNC(=O)C4=C5C(=CC=C4)N=C6C=CC=C(C6=N5)OC,6.088842391
CC(C1=CC=C(C=C1)NC2=NC=C3C=C(C=CC3=N2)C4=CC=NC=C4)NC(=O)CCOC,7.397940009
C1COC2=C(O1)C=CC(=C2)C(=O)/C=C/C3=CC4=C(C=C3)OCO4,5.096910013
C1COCCN1CCNCCC(=O)NC2=C3C4=CC=CC=C4SC3=C(C=C2)C5=CC=CC6=C5OC(=CC6=O)N7CCOCC7,8.22184875
C[N+]1(CCCCC1CO)CCC(=O)NC2=CC3=C(C=C2)C(=O)C4=C(C3=O)C=CC(=C4)NC(=O)CC[N+]5(CCCCC5CO)C.[I-].[I-],5.903089987
CCN1CCN(CC1)C(=O)C2=NN(C(=N2)C3=CC4=C(C=C3)N(C(=O)[C@H](N4C5CCCC5)C)C)C6=CC=C(C=C6)C,8.236572006
CC1=CC2=C(NC(=CC2=O)C3=CC=CC4=CC=CC=C43)N=C1,6.259637311
C1=CC=C(C=C1)N2C(=O)C3=CC4=C(C=C(C=C4)C#N)N(C3=NC2=O)C5=CC=C(C=C5)O,7.48148606
CC1(CC1)NC(=O)C2=CC=CC3=C2C=CC(=C3)OC4=C5C=C(C(=CC5=NC=C4)OC)OC,7.819874125
C[C@@H](C(=O)NC(CC1=CC=C(C=C1)N=C(N)N)P(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3)NC(=O)[C@@H](CO)NC(=O)C4=CC=CC=C4,8.301029996
C1CN(CCN1CCC(=O)NC2=C3C4=CC=CC=C4SC3=C(C=C2)C5=CC=CC6=C5OC(=CC6=O)N7CCOCC7)CCOCCO,7.537602002
CC(C)C1=C(C(=C2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C(=O)NCCN(C)C)O)O,5.920818754
C[C@](CO)(C1=CC2=C(C=C1)[C@@](N(C2=O)CC3=CC=C(C=C3)Cl)(C4=CC=C(C=C4)Cl)OCC5(CC5)CO)O,8.327902142
COC1=CC=CC=C1NC(=O)CCC(=O)OCCCCCCSC2=CC=C(C3=NON=C23)[N+](=O)[O-],5.793174124
CN1C(=NC=N1)C2C(NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,8.669586227
CN1C=NC=C1C(C2=CC=C(C=C2)C#N)OCC3=C(C=C(C=C3)C#N)C#CC4=CC=CC=N4,8.537602002
CC1=C(C=CC=C1C2=CC=CC=C2)COC3=CC4=C(C=C3)C=C(C=C4)CNCCNC(=O)C,5
CC(C)N1C=NC2=C(N=CN=C21)NCC3=CC=CC=C3,5.443697499
COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC4=C(C=C3)C(=CC=C4)C(=O)NC5=CC=CC=N5,9.100015437
CC(C)N1CCC(CC1)C2=NC3=C4N2CCNC(=O)C4=CN=C3,7.036212173
CC(C)(C)NC(=O)NC1=C(C=C2C=NC(=NC2=N1)N)C3=CC(=CC(=C3)OC)OC,7.318758763
CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN(C)CCCCCCCN5C=C(N=N5)COCCOCCNC6=CC=CC7=C6C(=O)N(C7=O)[C@@H]8CCC(=O)NC8=O)CSC9=CC=CC=C9)S(=O)(=O)C(F)(F)F)C1=CC=C(C=C1)Cl)C,7.534617149
CN1CCN(CC1)CCCNC2=NC3=NC(=C(C=C3C=N2)C4=C(C=CC=C4Cl)Cl)NC(=O)NC5=CC(=C(C=C5)Cl)Cl,6.22184875
CC1=C(SC=N1)C2=CC=C(C=C2)[C@H](C)NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)CCCCCN(C)CC[C@H](CSC4=CC=CC=C4)NC5=C(C=C(C=C5)S(=O)(=O)NC(=O)C6=CC=C(C=C6)N7CCN(CC7)CC8=C(CCC(C8)(C)C)C9=CC=C(C=C9)Cl)S(=O)(=O)C(F)(F)F)O,6.337242168
C1=CC(=CC(=C1)O)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N,7.585026652
CC(C)OC1=CC=CC2=C1C=CC3=NC4=CC=CC(=C4N=C23)C(=O)NCCN(C)C,6.058488567
C1=CC2=C(C=C1F)C(=C(N2)C3=C(NC4=C3C=C(C=C4)Cl)O)N=O,8.096367484
CC1C(=O)N(C2=C(N1C3CC3)C=C(C=C2)C4=NN=NN4C5=CC=C(C=C5)C)C,7.841637508
CN(C)C/C=C/C(=O)N1CCC(CC1)N2C3=NC(=NC=C3CN(C2=O)C4=C(C(=CC(=C4Cl)OC)OC)Cl)NC5=CC(=C(C=C5)F)F,8.338187314
CN1C(=NC=N1)[C@H]2[C@@H](NC3=CC=CC4=C3C2=NNC4=O)C5=CC=C(C=C5)F,7.161780778
COC1=C(C(=CC(=C1)C2=CN=CC3=CC(=NN32)C4=CNC5=CC=CC=C54)[Se]C)OC,6.179142011
CN(C)CCNC(=O)C1=C2C(=CC=C1)N=C3C=CC4=C(C3=N2)C=CC=C4NS(=O)(=O)C,5.302160632
CC1(CC(CCO1)(CCNC2=C(C=CC(=C2)Cl)F)C3=CC=CC=C3)C,7.494850022
C1=CC=C(C(=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=C(C=C4)C5=CN=CC=C5)C(F)(F)F,5.958607315
COC1=CC=CC=C1CC(=O)NCCCN2C(=O)C3=C(C=CC(=C3)F)N4C2=NNC4=S,5.93930216
CC(C)C1=NC(=NC(=C1)C2=CC3=C(C=C2)C(=NN3)N)N,6.599997654
COC1=CC=CC=C1NC2=C3C=CN=CC3=C4C=CC=C(C4=N2)C5=NC=NN5,7.036212173
CC1=NC2=C(C=C(C=C2Br)Br)C(=O)N1CC(=O)N3C(=CC(=O)N3)N,6
COC1=CC(=C(C=C1)OC)/C=C/C(=O)C2=C(C=C(C=C2)OC)Cl,5.397940009
C1=CC2=C3C=NC=CC3=C(N=C2C(=C1)C4=NC=NN4)NC5=C(C=CC=C5F)F,9
COC1=CC=CC(=C1)[C@@H]2CC(=O)C3=CC4=C(C=C3N2)OCO4,6.160000609
C1=CC=C(C=C1)CCN2C(=O)C3=C(C(=CC=C3)F)N4C2=NNC4=S,5.588380294
C1=CC2=C(C=C1[N+](=O)[O-])C(=C(N2)O)C3=C(C4=C(N3)C=CC(=C4)O)N=O,8.718966633
C1CN(CCN1CC(=O)NC2=C3C4=CC=CC=C4SC3=C(C=C2)C5=CC=CC6=C5OC(=CC6=O)N7CCOCC7)C8=CC=C(C=C8)F,7.823908741
CN(C1=C(C=C(C=C1)NC(=O)C2=CC3=CC=CC=C3C=C2)OCC4=C(C=CC(=C4)OC)OC)S(=O)(=O)C,7.779630368
C1CCC(C1)NC2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)N,7.299988938
C1COCCC12N=C(N=C(N2OCCCOC3=C(C(=CC=C3)Cl)Cl)N)N.Br,8.301029996
CC1=CC=CC=C1NC(=O)CCC(=O)OCCCCCCSC2=CC=C(C3=NON=C23)[N+](=O)[O-],5.850780887
C[C@@H](C1=CC=C(C=C1)N2CCCC2=O)C(=O)NC3=NNC(=C3)C4CC4,7.431798276
C1CCC(=O)NC2=CC=CC(=C2)NC3=NC4=C(C1)C=NN4C(=N3)NC5CC5,6.537602002
C1COCCC12N=C(N=C(N2OCCCOC3=CC=CC=C3Cl)N)N.Br,7.15490196
CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)N,5.251811973
CCCCC[C@H](CC(=O)NO)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1CO,7.500312917
C[C@@H]1CC[C@@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)N)C(=O)NC5=CC=CC=C5,8.500038134
CN1C=NC=C1C(C2=CC=C(C=C2)C#N)OCC3=C(C=C(C=C3)C#N)C4=CC=CC=C4,8.886056648
COC1=C2C=C(C=N1)C3=CN4C(=NC=C4C5=CN=CC(=C5)CNC(=O)C6=CC(=CC=C6)S(=O)(=O)N2)C=C3,9.096910013
COCCCNC(=O)C1=CC=CC2=C1C=CC(=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC,8.379968105
CCOCCOC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)OCC4=CC(=CC=C4)F)Cl)NC(=O)/C=C/CN(C)C,7.303993285
CCCCN1C=NC2=C(N=C(N=C21)NCOCC3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N)NC5=CC(=CC=C5)Cl,5.166215625
CCOC1=C(C=CC(=C1)C(=CC#N)C2=CC(=C(C=C2)OC)OCC)OC,6.356547324
CN1C=NC=C1CN(CCN(CC2=CC=CC=C2)S(=O)(=O)C3=CC=CC4=C3N=CC=C4)C5=CC=C(C=C5)C#N,7.522878745
CC1=C(C=CC(=C1)OCC2=NN=C(N2C3=CN=CC=C3)SC4CCCC4)C5=CC=C(C=C5)C#N,7.148741651
